0 366.839
1 369.308
2 331.338
3 356.984
4 358.4
5 386.118
6 106.081
7 147.49
8 348.668
9 298.464
10 382.677
11 383.918
12 359.821
13 372.315
14 408.313
15 333.003
16 380.263
17 437.389
18 314.159
19 376.439
