1 2873.12
2 5825.06
3 3835.36
4 2926.53
5 1155.03
6 3655.88
7 3559.72
8 3214.76
9 4079.26
10 2929.88
11 3114.11
12 2196.65
13 1998.5
14 2457.56
15 2948.57
16 5185.33
17 1849.59
18 1981.37
19 1691
20 2522.55
