0 302.523
1 255.194
2 287.31
3 267.792
4 323.704
5 248.653
6 264.767
7 322.81
8 271.502
9 319.79
10 247.847
11 262.709
12 278.239
13 265.272
14 185.833
15 396.943
16 264.429
17 232.098
18 312.444
19 261.148
