0 6377.85
1 5490.85
2 6068.81
3 5734.38
4 6712.96
5 5273.87
6 5574.72
7 6713.87
8 5630.07
9 6739.16
10 5489.25
11 5509.62
12 5885.49
13 5540.37
14 5467.1
15 5465.6
16 5491.26
17 4999.02
18 6604.49
19 5548.63
