1 1076.2
2 6403.16
3 4268.83
4 1155.98
5 3832.09
6 4280.93
7 8141.06
8 7736.02
9 4495.56
10 3380.63
11 3407.75
12 2590.4
13 3008.33
14 2813.92
15 3314.61
16 5891.05
17 2107.59
18 2259.68
19 2049.5
20 2888.44
