0 0 144.919 0
0 2 352.784 1
0 4 364.377 2
0 6 397.188 3
1 0 395.907 4
1 2 410.381 5
1 4 357.212 6
1 6 253.035 7
0 0 340.304 8
0 2 362.688 9
0 4 410.174 10
0 6 278.862 11
1 0 333.457 12
1 2 341.241 13
1 4 356.386 14
1 6 158.392 15
