0 0 844.087 0
0 2 385.975 1
0 4 439.975 2
0 6 511.308 3
1 0 385.296 4
1 2 383.955 5
1 4 493.028 6
1 6 495.525 7
0 0 314.066 8
0 2 440.152 9
0 4 436.095 10
0 6 369.564 11
1 0 442.517 12
1 2 365.245 13
1 4 417.378 14
1 6 388.121 15
