0 0 0 0
1 1 0 0
2 2 0 0
3 3 0 0
4 4 0 0
5 5 0 0
6 6 0 0
7 7 0 0
8 0 1 0
9 1 1 0
10 2 1 0
11 3 1 0
12 4 1 0
13 5 1 0
14 6 1 0
15 7 1 0
